OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Potassium,Dissolved,0.55,mg/l,Historical,,Actual,,,,,,,00935,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)","USGS TWRI 5-A1/1989, p 393",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Sodium, percent total cations",,84,%,Historical,,Calculated,,,,,,,00932,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Sodium adsorption ratio,,3.48,None,Historical,,Calculated,,,,,,,00931,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Sodium,Dissolved,25.5,mg/l,Historical,,Actual,,,,,,,00930,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Magnesium,Dissolved,0.825,mg/l,Historical,,Actual,,,,,,,00925,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Calcium,Dissolved,2.73,mg/l,Historical,,Actual,,,,,,,00915,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Total hardness -- SDWA NPDWR,,10.2,mg/l CaCO3,Historical,,Calculated,,,,,,,00900,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Phosphate,Dissolved,0.02,mg/l as P,Historical,,Actual,,,,,,,00671,,,CL053,USGS,"Nutrients, phosphomolybdate, col","USGS OF 93-125, p 197",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Phosphorus,Dissolved,,,Historical,,Actual,,,,,,,00666,,,CL020,USGS,"P, wf, FCC, persulfate, CF",,,,,Historical Lower Reporting Limit,0.004,mg/l,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Phosphate,Dissolved,0.061,mg/l,Historical,,Calculated,,,,,,,00660,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate-nitrite,Dissolved,0.09,mg/l as N,Historical,,Actual,,,,,,,00631,,,CL048,USGS,"Nutrients, Cd reduct, color","USGS OF 93-125, p 157",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Kjeldahl nitrogen,Dissolved,,,Historical,,Actual,,,,,,,00623,,,KJ002,USGS,"NH4+org-N, wf, FCC, kjeldahl, CF",USGS OF 00-170,,,,Historical Lower Reporting Limit,0.10,mg/l as N,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,Historical,,Calculated,,,,,,,00618,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.094,mg/l as N,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,,,Historical,,Actual,,,,,,,00613,,,CL041,USGS,"Nutrients, wf, colorimetric","USGS OF 93-125, p 143",,,,Historical Lower Reporting Limit,0.010,mg/l as N,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.04,mg/l as N,Historical,,Actual,,,,,,,00608,,,CL037,USGS,"Nutrients, salic/hypo, color","USGS OF 93-125, p 125",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Organic nitrogen,Dissolved,,,Historical,,Calculated,,,,,,,00607,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.06,mg/l,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,,,Historical,,Calculated,,,,,,,00602,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.19,mg/l,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"pH, lab",Total,5.9,std units,Historical,,Actual,,,,,,,00403,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,5.9,std units,Historical,,Actual,,,,,,field,00400,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Oxygen,Dissolved,96,% saturatn,Historical,,Calculated,,,,,,,00301,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Oxygen,Dissolved,10.4,mg/l,Historical,,Actual,,,,,,,00300,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Hydrogen ion,Total,0.00136,mg/l,Historical,,Calculated,,,,,,calculated,00191,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,159,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Barometric pressure,,751,mm/Hg,Historical,,Actual,,,,,,,00025,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, air",,12.0,deg C,Historical,,Actual,,,,,,,00020,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.99900344,Sample-Routine,Water,Groundwater,1999-05-05,12:50:00,EDT,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,11.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,162,uS/cm @25C,Historical,,Actual,,,25 deg C,,,laboratory,90095,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Bromide,Dissolved,0.02,mg/l,Historical,,Actual,,,,,,,71870,,,CL030,USGS,"Anions, wf, fluorescein, color","USGS TWRI 5-A1/1989, p 121",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,,,Historical,,Calculated,,,,,,,71856,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.033,mg/l,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,Historical,,Calculated,,,,,,,71851,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.438,mg/l,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Ammonia and ammonium,Dissolved,,,Historical,,Calculated,,,,,,,71846,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.026,mg/l NH4,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Total dissolved solids,Dissolved,0.14,tons/ac ft,Historical,,Calculated,,,,,,calculated,70303,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Total dissolved solids,Dissolved,102,mg/l,Historical,,Actual,,,180 deg C,,,,70300,,,ROE10,USGS,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Manganese,Dissolved,2.2,ug/l,Historical,,Estimated,,,,,,,01056,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Iron,Dissolved,11,ug/l,Historical,,Actual,,,,,,,01046,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Silica,Dissolved,12.2,mg/l,Historical,,Actual,,,,,,,00955,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fluoride,Dissolved,,,Historical,,Actual,,,,,,,00950,,,ISE05,USGS,"Anions, wf, ISE","USGS TWRI 5-A1/1989, p 221",,,,Historical Lower Reporting Limit,0.10,mg/l,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Sulfate,Dissolved,7.77,mg/l,Historical,,Actual,,,,,,,00945,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,44.4,mg/l,Historical,,Actual,,,,,,,00940,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Potassium,Dissolved,0.56,mg/l,Historical,,Actual,,,,,,,00935,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)","USGS TWRI 5-A1/1989, p 393",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Sodium, percent total cations",,79,%,Historical,,Calculated,,,,,,,00932,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Sodium adsorption ratio,,2.84,None,Historical,,Calculated,,,,,,,00931,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Sodium,Dissolved,23.4,mg/l,Historical,,Actual,,,,,,,00930,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Magnesium,Dissolved,1.05,mg/l,Historical,,Actual,,,,,,,00925,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Calcium,Dissolved,3.42,mg/l,Historical,,Actual,,,,,,,00915,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Total hardness -- SDWA NPDWR,,12.9,mg/l CaCO3,Historical,,Calculated,,,,,,,00900,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Phosphate,Dissolved,,,Historical,,Actual,,,,,,,00671,,,CL053,USGS,"Nutrients, phosphomolybdate, col","USGS OF 93-125, p 197",,,,Historical Lower Reporting Limit,0.01,mg/l as P,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Dissolved,0.007,mg/l,Historical,,Actual,,,,,,,00666,,,CL020,USGS,"P, wf, FCC, persulfate, CF",,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Phosphate,Dissolved,,,Historical,,Calculated,,,,,,,00660,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.031,mg/l,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate-nitrite,Dissolved,0.10,mg/l as N,Historical,,Actual,,,,,,,00631,,,CL048,USGS,"Nutrients, Cd reduct, color","USGS OF 93-125, p 157",,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Kjeldahl nitrogen,Dissolved,0.09,mg/l as N,Historical,,Estimated,,,,,,,00623,,,KJ002,USGS,"NH4+org-N, wf, FCC, kjeldahl, CF",USGS OF 00-170,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,Historical,,Calculated,,,,,,,00618,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.099,mg/l as N,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,,,Historical,,Actual,,,,,,,00613,,,CL041,USGS,"Nutrients, wf, colorimetric","USGS OF 93-125, p 143",,,,Historical Lower Reporting Limit,0.010,mg/l as N,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.00000104,Sample-Routine,Water,Groundwater,1999-11-08,15:00:00,EST,,,,,,,,,,,442512500,U.S. Geological Survey-Water Resources Discipline,USGS-413901071354701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Ammonia and ammonium,Dissolved,,,Historical,,Actual,,,,,,,00608,,,CL037,USGS,"Nutrients, salic/hypo, color","USGS OF 93-125, p 125",,,,Historical Lower Reporting Limit,0.02,mg/l as N,
